id,semantic_groups,preflabel,name,synonyms,description
HGNC:1441,GENE,CALD1,caldesmon 1,CDM|H-CAD|HCAD|L-CAD|LCAD|NAG22,"This gene encodes a calmodulin- and actin-binding protein that plays an essential role in the regulation of smooth muscle and nonmuscle contraction. The conserved domain of this protein possesses the binding activities to Ca(2+)-calmodulin, actin, tropomyosin, myosin, and phospholipids. This protein is a potent inhibitor of the actin-tropomyosin activated myosin MgATPase, and serves as a mediating factor for Ca(2+)-dependent inhibition of smooth muscle contraction. Alternative splicing of this gene results in multiple transcript variants encoding distinct isoforms. [provided by RefSeq, Jul 2008]."
ensembl:ENSG00000263611,NA,ensembl:ENSG00000263611,uncharacterized LOC105372041,NA,NA
HGNC:11322,GENE,SSPN,sarcospan,DAGA5|KRAG|NSPN|SPN1|SPN2,"This gene encodes a member of the dystrophin-glycoprotein complex (DGC). The DGC spans the sarcolemma and is comprised of dystrophin, syntrophin, alpha- and beta-dystroglycans and sarcoglycans. The DGC provides a structural link between the subsarcolemmal cytoskeleton and the extracellular matrix of muscle cells. Two alternatively spliced transcript variants that encode different protein isoforms have been described. [provided by RefSeq, Oct 2008]."
HGNC:34073,GENE,C19orf38,chromosome 19 open reading frame 38,HIDE1,NA
HGNC:800,GENE,ATP1A2,ATPase Na+/K+ transporting subunit alpha 2,FHM2|MHP2,"The protein encoded by this gene belongs to the family of P-type cation transport ATPases, and to the subfamily of Na+/K+ -ATPases. Na+/K+ -ATPase is an integral membrane protein responsible for establishing and maintaining the electrochemical gradients of Na and K ions across the plasma membrane. These gradients are essential for osmoregulation, for sodium-coupled transport of a variety of organic and inorganic molecules, and for electrical excitability of nerve and muscle. This enzyme is composed of two subunits, a large catalytic subunit (alpha) and a smaller glycoprotein subunit (beta). The catalytic subunit of Na+/K+ -ATPase is encoded by multiple genes. This gene encodes an alpha 2 subunit. Mutations in this gene result in familial basilar or hemiplegic migraines, and in a rare syndrome known as alternating hemiplegia of childhood. [provided by RefSeq, Oct 2008]."
HGNC:1683,GENE,CD48,CD48 molecule,BCM1|BLAST|BLAST1|MEM-102|SLAMF2|hCD48|mCD48,"This gene encodes a member of the CD2 subfamily of immunoglobulin-like receptors which includes SLAM (signaling lymphocyte activation molecules) proteins. The encoded protein is found on the surface of lymphocytes and other immune cells, dendritic cells and endothelial cells, and participates in activation and differentiation pathways in these cells. The encoded protein does not have a transmembrane domain, however, but is held at the cell surface by a GPI anchor via a C-terminal domain which maybe cleaved to yield a soluble form of the receptor. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Dec 2011]."
HGNC:5192,GENE,HES1,hes family bHLH transcription factor 1,HES-1|HHL|HRY|bHLHb39,"This protein belongs to the basic helix-loop-helix family of transcription factors. It is a transcriptional repressor of genes that require a bHLH protein for their transcription. The protein has a particular type of basic domain that contains a helix interrupting protein that binds to the N-box rather than the canonical E-box. [provided by RefSeq, Jul 2008]."
HGNC:259,GENE,ADM,adrenomedullin,AM|PAMP,"The protein encoded by this gene is a preprohormone which is cleaved to form two biologically active peptides, adrenomedullin and proadrenomedullin N-terminal 20 peptide. Adrenomedullin is a 52 aa peptide with several functions, including vasodilation, regulation of hormone secretion, promotion of angiogenesis, and antimicrobial activity. The antimicrobial activity is antibacterial, as the peptide has been shown to kill E. coli and S. aureus at low concentration. [provided by RefSeq, Aug 2014]."
HGNC:958,GENE,BATF,basic leucine zipper ATF-like transcription factor,B-ATF|BATF1|SFA-2|SFA2,"The protein encoded by this gene is a nuclear basic leucine zipper protein that belongs to the AP-1/ATF superfamily of transcription factors. The leucine zipper of this protein mediates dimerization with members of the Jun family of proteins. This protein is thought to be a negative regulator of AP-1/ATF transcriptional events. [provided by RefSeq, Jul 2008]."
ensembl:ENSG00000258900,NA,ensembl:ENSG00000258900,heterogeneous nuclear ribonucleoprotein C pseudogene 1,NA,NA
ensembl:ENSG00000221571,NA,ensembl:ENSG00000221571,"RNA, U6atac small nuclear 35, pseudogene",NA,NA
ensembl:ENSG00000234104,NA,ensembl:ENSG00000234104,NA,NA,NA
HGNC:3064,GENE,DUSP1,dual specificity phosphatase 1,CL100|HVH1|MKP-1|MKP1|PTPN10,"The protein encoded by this gene is a phosphatase with dual specificity for tyrosine and threonine. The encoded protein can dephosphorylate MAP kinase MAPK1/ERK2, which results in its involvement in several cellular processes. This protein appears to play an important role in the human cellular response to environmental stress as well as in the negative regulation of cellular proliferation. Finally, the encoded protein can make some solid tumors resistant to both chemotherapy and radiotherapy, making it a target for cancer therapy. [provided by RefSeq, Aug 2017]."
HGNC:3602,GENE,FBLN5,fibulin 5,ADCL2|ARCL1A|ARMD3|DANCE|EVEC|FIBL-5|HNARMD|UP50,"The protein encoded by this gene is a secreted, extracellular matrix protein containing an Arg-Gly-Asp (RGD) motif and calcium-binding EGF-like domains. It promotes adhesion of endothelial cells through interaction of integrins and the RGD motif. It is prominently expressed in developing arteries but less so in adult vessels. However, its expression is reinduced in balloon-injured vessels and atherosclerotic lesions, notably in intimal vascular smooth muscle cells and endothelial cells. Therefore, the protein encoded by this gene may play a role in vascular development and remodeling. Defects in this gene are a cause of autosomal dominant cutis laxa, autosomal recessive cutis laxa type I (CL type I), and age-related macular degeneration type 3 (ARMD3). [provided by RefSeq, Jul 2008]."
HGNC:6709,GENE,LTA,lymphotoxin alpha,LT|TNFB|TNFSF1|TNLG1E,"The encoded protein, a member of the tumor necrosis factor family, is a cytokine produced by lymphocytes. The protein is highly inducible, secreted, and forms heterotrimers with lymphotoxin-beta which anchor lymphotoxin-alpha to the cell surface. This protein also mediates a large variety of inflammatory, immunostimulatory, and antiviral responses, is involved in the formation of secondary lymphoid organs during development and plays a role in apoptosis. Genetic variations in this gene are associated with susceptibility to leprosy type 4, myocardial infarction, non-Hodgkin's lymphoma, and psoriatic arthritis. Alternatively spliced transcript variants have been observed for this gene. [provided by RefSeq, Jul 2012]."
HGNC:7976,GENE,NR2F2,nuclear receptor subfamily 2 group F member 2,ARP-1|ARP1|CHTD4|COUPTF2|COUPTFB|COUPTFII|NF-E3|SRXX5|SVP40|TFCOUP2,"This gene encodes a member of the steroid thyroid hormone superfamily of nuclear receptors. The encoded protein is a ligand inducible transcription factor that is involved in the regulation of many different genes. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Mar 2010]."
HGNC:52866,GENE,RP11-639B1.1,long intergenic non-protein coding RNA 2032,NA,NA
HGNC:26574,GENE,CCDC17,coiled-coil domain containing 17,NA,NA
HGNC:7371,GENE,MSLN,mesothelin,MPF|SMRP,"This gene encodes a preproprotein that is proteolytically processed to generate two protein products, megakaryocyte potentiating factor and mesothelin. Megakaryocyte potentiating factor functions as a cytokine that can stimulate colony formation of bone marrow megakaryocytes. Mesothelin is a glycosylphosphatidylinositol-anchored cell-surface protein that may function as a cell adhesion protein. This protein is overexpressed in epithelial mesotheliomas, ovarian cancers and in specific squamous cell carcinomas. Alternative splicing results in multiple transcript variants, at least one of which encodes an isoform that is proteolytically processed. [provided by RefSeq, Feb 2016]."
HGNC:19975,GENE,RDH10,retinol dehydrogenase 10,SDR16C4,"This gene encodes a retinol dehydrogenase, which converts all-trans-retinol to all-trans-retinal, with preference for NADP as a cofactor. Studies in mice suggest that this protein is essential for synthesis of embryonic retinoic acid and is required for limb, craniofacial, and organ development. [provided by RefSeq, Dec 2011]."
HGNC:175,GENE,ACVRL1,activin A receptor like type 1,ACVRLK1|ALK-1|ALK1|HHT|HHT2|ORW2|SKR3|TSR-I,"This gene encodes a type I cell-surface receptor for the TGF-beta superfamily of ligands. It shares with other type I receptors a high degree of similarity in serine-threonine kinase subdomains, a glycine- and serine-rich region (called the GS domain) preceding the kinase domain, and a short C-terminal tail. The encoded protein, sometimes termed ALK1, shares similar domain structures with other closely related ALK or activin receptor-like kinase proteins that form a subfamily of receptor serine/threonine kinases. Mutations in this gene are associated with hemorrhagic telangiectasia type 2, also known as Rendu-Osler-Weber syndrome 2. [provided by RefSeq, Jul 2008]."
HGNC:6469,GENE,KYNU,kynureninase,KYNUU|VCRL2,"Kynureninase is a pyridoxal-5'-phosphate (pyridoxal-P) dependent enzyme that catalyzes the cleavage of L-kynurenine and L-3-hydroxykynurenine into anthranilic and 3-hydroxyanthranilic acids, respectively. Kynureninase is involved in the biosynthesis of NAD cofactors from tryptophan through the kynurenine pathway. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Nov 2010]."
HGNC:5013,GENE,HMOX1,heme oxygenase 1,HMOX1D|HO-1|HSP32|bK286B10,"Heme oxygenase, an essential enzyme in heme catabolism, cleaves heme to form biliverdin, which is subsequently converted to bilirubin by biliverdin reductase, and carbon monoxide, a putative neurotransmitter. Heme oxygenase activity is induced by its substrate heme and by various nonheme substances. Heme oxygenase occurs as 2 isozymes, an inducible heme oxygenase-1 and a constitutive heme oxygenase-2. HMOX1 and HMOX2 belong to the heme oxygenase family. [provided by RefSeq, Jul 2008]."
ensembl:ENSG00000226386,NA,ensembl:ENSG00000226386,PARD3 antisense RNA 1,NA,NA
ensembl:ENSG00000220842,NA,ensembl:ENSG00000220842,ribosomal protein L21 pseudogene 16,NA,NA
HGNC:11067,GENE,SLC7A9,solute carrier family 7 member 9,BAT1|CSNU3,"This gene encodes a protein that belongs to a family of light subunits of amino acid transporters. This protein plays a role in the high-affinity and sodium-independent transport of cystine and neutral and dibasic amino acids, and appears to function in the reabsorption of cystine in the kidney tubule. Mutations in this gene cause non-type I cystinuria, a disease that leads to cystine stones in the urinary system due to impaired transport of cystine and dibasic amino acids. Alternate transcript variants, which encode the same protein, have been found for this gene. [provided by RefSeq, Jul 2011]."
HGNC:3584,GENE,FANCC,FA complementation group C,FA3|FAC|FACC,"The Fanconi anemia complementation group (FANC) currently includes FANCA, FANCB, FANCC, FANCD1 (also called BRCA2), FANCD2, FANCE, FANCF, FANCG, FANCI, FANCJ (also called BRIP1), FANCL, FANCM and FANCN (also called PALB2). The previously defined group FANCH is the same as FANCA. Fanconi anemia is a genetically heterogeneous recessive disorder characterized by cytogenetic instability, hypersensitivity to DNA crosslinking agents, increased chromosomal breakage, and defective DNA repair. The members of the Fanconi anemia complementation group do not share sequence similarity; they are related by their assembly into a common nuclear protein complex. This gene encodes the protein for complementation group C. [provided by RefSeq, Jul 2008]."
HGNC:4172,GENE,GATA3,GATA binding protein 3,HDR|HDRS,"This gene encodes a protein which belongs to the GATA family of transcription factors. The protein contains two GATA-type zinc fingers and is an important regulator of T-cell development and plays an important role in endothelial cell biology. Defects in this gene are the cause of hypoparathyroidism with sensorineural deafness and renal dysplasia. [provided by RefSeq, Nov 2009]."
HGNC:23536,GENE,NAALADL1,N-acetylated alpha-linked acidic dipeptidase like 1,I100|NAALADASEL,NA
